,h2,h3,h4,wave,method,h3_cln,h4_cln,hhid,commid,t1,t2,t3,t4,t5
23,5.0,5000.0,4000.0,2009.0,,,,211102018.0,211102.0,21.0,1.0,1.0,2.0,18.0
25,1.0,1200.0,600.0,2009.0,,,,211103013.0,211103.0,21.0,1.0,1.0,3.0,13.0
29,1.0,500.0,0.0,2009.0,,,,211103083.0,211103.0,21.0,1.0,1.0,3.0,83.0
34,1.0,900.0,200.0,2009.0,,,,211103091.0,211103.0,21.0,1.0,1.0,3.0,91.0
36,2.0,200.0,80.0,2009.0,,,,211103091.0,211103.0,21.0,1.0,1.0,3.0,91.0
37,1.0,1000.0,200.0,2009.0,,,,211103095.0,211103.0,21.0,1.0,1.0,3.0,95.0
52,1.0,2000.0,700.0,2009.0,,,,211104016.0,211104.0,21.0,1.0,1.0,4.0,16.0
56,4.0,2000.0,0.0,2009.0,,,,211104016.0,211104.0,21.0,1.0,1.0,4.0,16.0
62,6.0,1000.0,200.0,2009.0,,,,211104020.0,211104.0,21.0,1.0,1.0,4.0,20.0
65,1.0,2000.0,1000.0,2009.0,,,,211104081.0,211104.0,21.0,1.0,1.0,4.0,81.0
68,1.0,1000.0,0.0,2009.0,,,,211104123.0,211104.0,21.0,1.0,1.0,4.0,123.0
76,2.0,3000.0,1000.0,2009.0,,,,211202125.0,211202.0,21.0,1.0,2.0,2.0,125.0
78,5.0,2000.0,-9999.0,2009.0,,,,211202129.0,211202.0,21.0,1.0,2.0,2.0,129.0
84,2.0,1000.0,20.0,2009.0,,,,211204003.0,211204.0,21.0,1.0,2.0,4.0,3.0
90,2.0,600.0,30.0,2009.0,,,,211204072.0,211204.0,21.0,1.0,2.0,4.0,72.0
93,4.0,2000.0,0.0,2009.0,,,,211204121.0,211204.0,21.0,1.0,2.0,4.0,121.0
102,2.0,-9999.0,-9999.0,2009.0,,,,211208018.0,211208.0,21.0,1.0,2.0,8.0,18.0
106,2.0,-9999.0,-9999.0,2009.0,,,,211208081.0,211208.0,21.0,1.0,2.0,8.0,81.0
112,1.0,4000.0,2000.0,2009.0,,,,212101062.0,212101.0,21.0,2.0,1.0,1.0,62.0
116,2.0,3000.0,1500.0,2009.0,,,,212101073.0,212101.0,21.0,2.0,1.0,1.0,73.0
118,1.0,6000.0,2000.0,2009.0,,,,212101081.0,212101.0,21.0,2.0,1.0,1.0,81.0
122,5.0,3000.0,1500.0,2009.0,,,,212101082.0,212101.0,21.0,2.0,1.0,1.0,82.0
124,1.0,700.0,500.0,2009.0,,,,212102001.0,212102.0,21.0,2.0,1.0,2.0,1.0
128,4.0,500.0,100.0,2009.0,,,,212102003.0,212102.0,21.0,2.0,1.0,2.0,3.0
141,2.0,15000.0,2000.0,2009.0,,,,212102014.0,212102.0,21.0,2.0,1.0,2.0,14.0
145,1.0,1000.0,300.0,2009.0,,,,212102018.0,212102.0,21.0,2.0,1.0,2.0,18.0
151,5.0,1000.0,0.0,2009.0,,,,212102086.0,212102.0,21.0,2.0,1.0,2.0,86.0
159,6.0,1500.0,750.0,2009.0,,,,212103003.0,212103.0,21.0,2.0,1.0,3.0,3.0
168,1.0,1500.0,500.0,2009.0,,,,212103015.0,212103.0,21.0,2.0,1.0,3.0,15.0
171,1.0,2500.0,800.0,2009.0,,,,212103020.0,212103.0,21.0,2.0,1.0,3.0,20.0
175,5.0,3000.0,0.0,2009.0,,,,212103062.0,212103.0,21.0,2.0,1.0,3.0,62.0
181,3.0,2000.0,1000.0,2009.0,,,,212103063.0,212103.0,21.0,2.0,1.0,3.0,63.0
184,1.0,3000.0,1000.0,2009.0,,,,212103064.0,212103.0,21.0,2.0,1.0,3.0,64.0
192,1.0,4500.0,400.0,2009.0,,,,212103084.0,212103.0,21.0,2.0,1.0,3.0,84.0
196,2.0,2000.0,1000.0,2009.0,,,,212103084.0,212103.0,21.0,2.0,1.0,3.0,84.0
206,4.0,650.0,0.0,2009.0,,,,212104003.0,212104.0,21.0,2.0,1.0,4.0,3.0
221,2.0,5000.0,3000.0,2009.0,,,,212104061.0,212104.0,21.0,2.0,1.0,4.0,61.0
223,6.0,10000.0,5000.0,2009.0,,,,212104062.0,212104.0,21.0,2.0,1.0,4.0,62.0
231,2.0,1500.0,200.0,2009.0,,,,212201003.0,212201.0,21.0,2.0,2.0,1.0,3.0
236,5.0,1500.0,500.0,2009.0,,,,212201007.0,212201.0,21.0,2.0,2.0,1.0,7.0
244,2.0,1500.0,500.0,2009.0,,,,212201012.0,212201.0,21.0,2.0,2.0,1.0,12.0
251,2.0,900.0,0.0,2009.0,,,,212201017.0,212201.0,21.0,2.0,2.0,1.0,17.0
257,1.0,3000.0,1000.0,2009.0,,,,212201018.0,212201.0,21.0,2.0,2.0,1.0,18.0
263,2.0,2000.0,500.0,2009.0,,,,212201019.0,212201.0,21.0,2.0,2.0,1.0,19.0
270,2.0,1000.0,500.0,2009.0,,,,212201067.0,212201.0,21.0,2.0,2.0,1.0,67.0
288,5.0,1200.0,0.0,2009.0,,,,212202006.0,212202.0,21.0,2.0,2.0,2.0,6.0
290,2.0,900.0,300.0,2009.0,,,,212202009.0,212202.0,21.0,2.0,2.0,2.0,9.0
304,2.0,2000.0,300.0,2009.0,,,,212202063.0,212202.0,21.0,2.0,2.0,2.0,63.0
308,1.0,1500.0,1000.0,2009.0,,,,212202081.0,212202.0,21.0,2.0,2.0,2.0,81.0
309,2.0,700.0,100.0,2009.0,,,,212202121.0,212202.0,21.0,2.0,2.0,2.0,121.0
313,5.0,2500.0,1000.0,2009.0,,,,212203001.0,212203.0,21.0,2.0,2.0,3.0,1.0
334,2.0,700.0,100.0,2009.0,,,,212203018.0,212203.0,21.0,2.0,2.0,3.0,18.0
338,4.0,1000.0,500.0,2009.0,,,,212203101.0,212203.0,21.0,2.0,2.0,3.0,101.0
352,4.0,3000.0,300.0,2009.0,,,,212204009.0,212204.0,21.0,2.0,2.0,4.0,9.0
356,1.0,1500.0,2000.0,2009.0,,,,212204011.0,212204.0,21.0,2.0,2.0,4.0,11.0
375,2.0,400.0,200.0,2009.0,,,,212204061.0,212204.0,21.0,2.0,2.0,4.0,61.0
384,2.0,500.0,200.0,2009.0,,,,212204064.0,212204.0,21.0,2.0,2.0,4.0,64.0
393,2.0,1500.0,100.0,2009.0,,,,212204066.0,212204.0,21.0,2.0,2.0,4.0,66.0
397,2.0,5000.0,200.0,2009.0,,,,212204068.0,212204.0,21.0,2.0,2.0,4.0,68.0
405,2.0,2500.0,200.0,2009.0,,,,212204081.0,212204.0,21.0,2.0,2.0,4.0,81.0
423,2.0,5000.0,1500.0,2009.0,,,,212302010.0,212302.0,21.0,2.0,3.0,2.0,10.0
436,2.0,100.0,100.0,2009.0,,,,212302013.0,212302.0,21.0,2.0,3.0,2.0,13.0
438,1.0,1500.0,1000.0,2009.0,,,,212302016.0,212302.0,21.0,2.0,3.0,2.0,16.0
448,2.0,5000.0,1500.0,2009.0,,,,212302017.0,212302.0,21.0,2.0,3.0,2.0,17.0
454,2.0,1200.0,200.0,2009.0,,,,212302122.0,212302.0,21.0,2.0,3.0,2.0,122.0
456,2.0,500.0,0.0,2009.0,,,,212303001.0,212303.0,21.0,2.0,3.0,3.0,1.0
469,2.0,4000.0,2000.0,2009.0,,,,212303006.0,212303.0,21.0,2.0,3.0,3.0,6.0
473,3.0,1000.0,300.0,2009.0,,,,212303006.0,212303.0,21.0,2.0,3.0,3.0,6.0
498,1.0,2000.0,600.0,2009.0,,,,212303016.0,212303.0,21.0,2.0,3.0,3.0,16.0
505,2.0,5000.0,1000.0,2009.0,,,,212303017.0,212303.0,21.0,2.0,3.0,3.0,17.0
508,1.0,4000.0,1000.0,2009.0,,,,212303018.0,212303.0,21.0,2.0,3.0,3.0,18.0
516,3.0,3500.0,1500.0,2009.0,,,,212303020.0,212303.0,21.0,2.0,3.0,3.0,20.0
521,1.0,2500.0,500.0,2009.0,,,,212303061.0,212303.0,21.0,2.0,3.0,3.0,61.0
525,2.0,2500.0,1000.0,2009.0,,,,212303081.0,212303.0,21.0,2.0,3.0,3.0,81.0
528,6.0,100.0,10.0,2009.0,,,,212303081.0,212303.0,21.0,2.0,3.0,3.0,81.0
535,1.0,2000.0,200.0,2009.0,,,,212303084.0,212303.0,21.0,2.0,3.0,3.0,84.0
544,1.0,1500.0,0.0,2009.0,,,,212304014.0,212304.0,21.0,2.0,3.0,4.0,14.0
548,2.0,100.0,10.0,2009.0,,,,212304015.0,212304.0,21.0,2.0,3.0,4.0,15.0
561,2.0,2000.0,1000.0,2009.0,,,,212304064.0,212304.0,21.0,2.0,3.0,4.0,64.0
564,3.0,2500.0,0.0,2009.0,,,,212304081.0,212304.0,21.0,2.0,3.0,4.0,81.0
565,2.0,1000.0,200.0,2009.0,,,,212304121.0,212304.0,21.0,2.0,3.0,4.0,121.0
570,2.0,8000.0,4000.0,2009.0,,,,212401072.0,212401.0,21.0,2.0,4.0,1.0,72.0
575,2.0,3000.0,1000.0,2009.0,,,,212401125.0,212401.0,21.0,2.0,4.0,1.0,125.0
615,4.0,300.0,50.0,2009.0,,,,212402014.0,212402.0,21.0,2.0,4.0,2.0,14.0
618,1.0,10000.0,7000.0,2009.0,,,,212402016.0,212402.0,21.0,2.0,4.0,2.0,16.0
625,1.0,1500.0,150.0,2009.0,,,,212402019.0,212402.0,21.0,2.0,4.0,2.0,19.0
661,2.0,800.0,300.0,2009.0,,,,212403010.0,212403.0,21.0,2.0,4.0,3.0,10.0
667,4.0,3000.0,2200.0,2009.0,,,,212403011.0,212403.0,21.0,2.0,4.0,3.0,11.0
672,1.0,40000.0,30000.0,2009.0,,,,212403012.0,212403.0,21.0,2.0,4.0,3.0,12.0
691,1.0,20000.0,8000.0,2009.0,,,,212403062.0,212403.0,21.0,2.0,4.0,3.0,62.0
704,2.0,1200.0,600.0,2009.0,,,,212403123.0,212403.0,21.0,2.0,4.0,3.0,123.0
707,1.0,10000.0,7000.0,2009.0,,,,212403124.0,212403.0,21.0,2.0,4.0,3.0,124.0
721,4.0,5000.0,2000.0,2009.0,,,,212404004.0,212404.0,21.0,2.0,4.0,4.0,4.0
744,2.0,400.0,100.0,2009.0,,,,212404011.0,212404.0,21.0,2.0,4.0,4.0,11.0
753,6.0,1200.0,0.0,2009.0,,,,212404012.0,212404.0,21.0,2.0,4.0,4.0,12.0
761,1.0,500.0,50.0,2009.0,,,,212404015.0,212404.0,21.0,2.0,4.0,4.0,15.0
767,1.0,3000.0,1000.0,2009.0,,,,212404062.0,212404.0,21.0,2.0,4.0,4.0,62.0
772,2.0,2000.0,1200.0,2009.0,,,,212404064.0,212404.0,21.0,2.0,4.0,4.0,64.0
775,1.0,2000.0,0.0,2009.0,,,,212404121.0,212404.0,21.0,2.0,4.0,4.0,121.0
784,1.0,2000.0,1000.0,2009.0,,,,231102065.0,231102.0,23.0,1.0,1.0,2.0,65.0
787,2.0,1000.0,1500.0,2009.0,,,,231102086.0,231102.0,23.0,1.0,1.0,2.0,86.0
808,1.0,3000.0,1500.0,2009.0,,,,231104002.0,231104.0,23.0,1.0,1.0,4.0,2.0
813,2.0,200.0,,2009.0,,,,231104006.0,231104.0,23.0,1.0,1.0,4.0,6.0
816,3.0,4000.0,4000.0,2009.0,,,,231104009.0,231104.0,23.0,1.0,1.0,4.0,9.0
828,1.0,3000.0,2000.0,2009.0,,,,231104081.0,231104.0,23.0,1.0,1.0,4.0,81.0
839,2.0,1000.0,600.0,2009.0,,,,231203001.0,231203.0,23.0,1.0,2.0,3.0,1.0
841,5.0,700.0,200.0,2009.0,,,,231203001.0,231203.0,23.0,1.0,2.0,3.0,1.0
854,4.0,1200.0,300.0,2009.0,,,,231203082.0,231203.0,23.0,1.0,2.0,3.0,82.0
860,5.0,2000.0,60.0,2009.0,,,,231203121.0,231203.0,23.0,1.0,2.0,3.0,121.0
873,1.0,2000.0,1200.0,2009.0,,,,232102015.0,232102.0,23.0,2.0,1.0,2.0,15.0
888,1.0,2000.0,130.0,2009.0,,,,232103064.0,232103.0,23.0,2.0,1.0,3.0,64.0
907,6.0,20000.0,6000.0,2009.0,,,,232104014.0,232104.0,23.0,2.0,1.0,4.0,14.0
909,6.0,1000.0,500.0,2009.0,,,,232104064.0,232104.0,23.0,2.0,1.0,4.0,64.0
910,6.0,1600.0,0.0,2009.0,,,,232104083.0,232104.0,23.0,2.0,1.0,4.0,83.0
913,6.0,23000.0,16000.0,2009.0,,,,232104086.0,232104.0,23.0,2.0,1.0,4.0,86.0
914,6.0,2000.0,400.0,2009.0,,,,232104121.0,232104.0,23.0,2.0,1.0,4.0,121.0
917,1.0,1000.0,100.0,2009.0,,,,232202013.0,232202.0,23.0,2.0,2.0,2.0,13.0
920,2.0,1000.0,-9999.0,2009.0,,,,232202102.0,232202.0,23.0,2.0,2.0,2.0,102.0
921,5.0,2600.0,500.0,2009.0,,,,232202103.0,232202.0,23.0,2.0,2.0,2.0,103.0
922,4.0,800.0,100.0,2009.0,,,,232202104.0,232202.0,23.0,2.0,2.0,2.0,104.0
926,1.0,1700.0,100.0,2009.0,,,,232203010.0,232203.0,23.0,2.0,2.0,3.0,10.0
930,1.0,1500.0,300.0,2009.0,,,,232203124.0,232203.0,23.0,2.0,2.0,3.0,124.0
931,1.0,1500.0,500.0,2009.0,,,,232204017.0,232204.0,23.0,2.0,2.0,4.0,17.0
932,2.0,1000.0,500.0,2009.0,,,,232204017.0,232204.0,23.0,2.0,2.0,4.0,17.0
937,2.0,1500.0,300.0,2009.0,,,,232204086.0,232204.0,23.0,2.0,2.0,4.0,86.0
941,2.0,3000.0,0.0,2009.0,,,,232205064.0,232205.0,23.0,2.0,2.0,5.0,64.0
949,2.0,1500.0,200.0,2009.0,,,,232205069.0,232205.0,23.0,2.0,2.0,5.0,69.0
951,2.0,1500.0,400.0,2009.0,,,,232205121.0,232205.0,23.0,2.0,2.0,5.0,121.0
954,4.0,2000.0,700.0,2009.0,,,,232302017.0,232302.0,23.0,2.0,3.0,2.0,17.0
956,4.0,2000.0,700.0,2009.0,,,,232302121.0,232302.0,23.0,2.0,3.0,2.0,121.0
965,6.0,5000.0,0.0,2009.0,,,,232303019.0,232303.0,23.0,2.0,3.0,3.0,19.0
968,1.0,1200.0,200.0,2009.0,,,,232304007.0,232304.0,23.0,2.0,3.0,4.0,7.0
970,1.0,500.0,300.0,2009.0,,,,232304010.0,232304.0,23.0,2.0,3.0,4.0,10.0
973,5.0,3000.0,0.0,2009.0,,,,232304101.0,232304.0,23.0,2.0,3.0,4.0,101.0
975,4.0,5000.0,1000.0,2009.0,,,,232401008.0,232401.0,23.0,2.0,4.0,1.0,8.0
979,2.0,2000.0,200.0,2009.0,,,,232402001.0,232402.0,23.0,2.0,4.0,2.0,1.0
984,5.0,10000.0,-9999.0,2009.0,,,,232402012.0,232402.0,23.0,2.0,4.0,2.0,12.0
1004,1.0,1000.0,300.0,2009.0,,,,232404001.0,232404.0,23.0,2.0,4.0,4.0,1.0
1010,1.0,5000.0,2000.0,2009.0,,,,232404011.0,232404.0,23.0,2.0,4.0,4.0,11.0
1017,2.0,3200.0,1000.0,2009.0,,,,232404014.0,232404.0,23.0,2.0,4.0,4.0,14.0
1022,5.0,10000.0,6000.0,2009.0,,,,232404015.0,232404.0,23.0,2.0,4.0,4.0,15.0
1070,1.0,1000.0,200.0,2009.0,,,,321203017.0,321203.0,32.0,1.0,2.0,3.0,17.0
1083,1.0,5000.0,-9999.0,2009.0,,,,321208011.0,321208.0,32.0,1.0,2.0,8.0,11.0
1107,5.0,3600.0,1500.0,2009.0,,,,322102002.0,322102.0,32.0,2.0,1.0,2.0,2.0
1115,5.0,2000.0,100.0,2009.0,,,,322102006.0,322102.0,32.0,2.0,1.0,2.0,6.0
1117,4.0,3000.0,1000.0,2009.0,,,,322102007.0,322102.0,32.0,2.0,1.0,2.0,7.0
1120,4.0,2000.0,700.0,2009.0,,,,322102008.0,322102.0,32.0,2.0,1.0,2.0,8.0
1121,5.0,1000.0,300.0,2009.0,,,,322102009.0,322102.0,32.0,2.0,1.0,2.0,9.0
1124,5.0,1500.0,450.0,2009.0,,,,322102011.0,322102.0,32.0,2.0,1.0,2.0,11.0
1127,4.0,500.0,100.0,2009.0,,,,322102012.0,322102.0,32.0,2.0,1.0,2.0,12.0
1128,5.0,3600.0,1200.0,2009.0,,,,322102013.0,322102.0,32.0,2.0,1.0,2.0,13.0
1129,2.0,1800.0,600.0,2009.0,,,,322102014.0,322102.0,32.0,2.0,1.0,2.0,14.0
1131,4.0,1000.0,400.0,2009.0,,,,322102015.0,322102.0,32.0,2.0,1.0,2.0,15.0
1134,4.0,3000.0,1000.0,2009.0,,,,322102017.0,322102.0,32.0,2.0,1.0,2.0,17.0
1136,5.0,1200.0,400.0,2009.0,,,,322102017.0,322102.0,32.0,2.0,1.0,2.0,17.0
1137,5.0,2000.0,400.0,2009.0,,,,322102018.0,322102.0,32.0,2.0,1.0,2.0,18.0
1139,3.0,2000.0,500.0,2009.0,,,,322102021.0,322102.0,32.0,2.0,1.0,2.0,21.0
1146,4.0,1200.0,100.0,2009.0,,,,322103002.0,322103.0,32.0,2.0,1.0,3.0,2.0
1147,3.0,3400.0,400.0,2009.0,,,,322103003.0,322103.0,32.0,2.0,1.0,3.0,3.0
1150,4.0,1000.0,0.0,2009.0,,,,322103003.0,322103.0,32.0,2.0,1.0,3.0,3.0
1154,6.0,3000.0,1000.0,2009.0,,,,322103004.0,322103.0,32.0,2.0,1.0,3.0,4.0
1158,4.0,1500.0,400.0,2009.0,,,,322103006.0,322103.0,32.0,2.0,1.0,3.0,6.0
1166,4.0,1500.0,80.0,2009.0,,,,322103008.0,322103.0,32.0,2.0,1.0,3.0,8.0
1179,3.0,800.0,500.0,2009.0,,,,322103015.0,322103.0,32.0,2.0,1.0,3.0,15.0
1188,5.0,2000.0,500.0,2009.0,,,,322103016.0,322103.0,32.0,2.0,1.0,3.0,16.0
1194,2.0,1500.0,500.0,2009.0,,,,322103018.0,322103.0,32.0,2.0,1.0,3.0,18.0
1200,2.0,1000.0,400.0,2009.0,,,,322104006.0,322104.0,32.0,2.0,1.0,4.0,6.0
1203,5.0,1300.0,500.0,2009.0,,,,322104006.0,322104.0,32.0,2.0,1.0,4.0,6.0
1207,1.0,1500.0,150.0,2009.0,,,,322104009.0,322104.0,32.0,2.0,1.0,4.0,9.0
1211,2.0,2000.0,100.0,2009.0,,,,322104009.0,322104.0,32.0,2.0,1.0,4.0,9.0
1215,5.0,2500.0,400.0,2009.0,,,,322104010.0,322104.0,32.0,2.0,1.0,4.0,10.0
1216,5.0,5000.0,2000.0,2009.0,,,,322104011.0,322104.0,32.0,2.0,1.0,4.0,11.0
1218,2.0,500.0,100.0,2009.0,,,,322104012.0,322104.0,32.0,2.0,1.0,4.0,12.0
1219,3.0,5000.0,1500.0,2009.0,,,,322104012.0,322104.0,32.0,2.0,1.0,4.0,12.0
1221,5.0,5000.0,400.0,2009.0,,,,322104018.0,322104.0,32.0,2.0,1.0,4.0,18.0
1228,5.0,1800.0,300.0,2009.0,,,,322104062.0,322104.0,32.0,2.0,1.0,4.0,62.0
1233,1.0,1900.0,800.0,2009.0,,,,322104101.0,322104.0,32.0,2.0,1.0,4.0,101.0
1234,3.0,1500.0,500.0,2009.0,,,,322104121.0,322104.0,32.0,2.0,1.0,4.0,121.0
1235,5.0,2000.0,400.0,2009.0,,,,322104123.0,322104.0,32.0,2.0,1.0,4.0,123.0
1236,2.0,4000.0,2000.0,2009.0,,,,322105001.0,322105.0,32.0,2.0,1.0,5.0,1.0
1245,2.0,1000.0,400.0,2009.0,,,,322105006.0,322105.0,32.0,2.0,1.0,5.0,6.0
1253,2.0,1000.0,600.0,2009.0,,,,322105011.0,322105.0,32.0,2.0,1.0,5.0,11.0
1260,2.0,1000.0,600.0,2009.0,,,,322105012.0,322105.0,32.0,2.0,1.0,5.0,12.0
1262,1.0,1200.0,-9999.0,2009.0,,,,322105013.0,322105.0,32.0,2.0,1.0,5.0,13.0
1269,1.0,1500.0,,2009.0,,,,322105015.0,322105.0,32.0,2.0,1.0,5.0,15.0
1272,2.0,3000.0,800.0,2009.0,,,,322105016.0,322105.0,32.0,2.0,1.0,5.0,16.0
1276,2.0,5000.0,3000.0,2009.0,,,,322105017.0,322105.0,32.0,2.0,1.0,5.0,17.0
1281,2.0,2000.0,800.0,2009.0,,,,322105018.0,322105.0,32.0,2.0,1.0,5.0,18.0
1283,2.0,4500.0,1000.0,2009.0,,,,322105019.0,322105.0,32.0,2.0,1.0,5.0,19.0
1288,2.0,10000.0,2000.0,2009.0,,,,322105020.0,322105.0,32.0,2.0,1.0,5.0,20.0
1364,3.0,2500.0,1200.0,2009.0,,,,322202081.0,322202.0,32.0,2.0,2.0,2.0,81.0
1373,2.0,1000.0,500.0,2009.0,,,,322203003.0,322203.0,32.0,2.0,2.0,3.0,3.0
1376,3.0,900.0,300.0,2009.0,,,,322203003.0,322203.0,32.0,2.0,2.0,3.0,3.0
1388,6.0,2500.0,800.0,2009.0,,,,322203004.0,322203.0,32.0,2.0,2.0,3.0,4.0
1422,1.0,1400.0,0.0,2009.0,,,,322203019.0,322203.0,32.0,2.0,2.0,3.0,19.0
1442,1.0,10000.0,1000.0,2009.0,,,,322203042.0,322203.0,32.0,2.0,2.0,3.0,42.0
1444,2.0,1800.0,0.0,2009.0,,,,322203042.0,322203.0,32.0,2.0,2.0,3.0,42.0
1456,2.0,300.0,50.0,2009.0,,,,322204001.0,322204.0,32.0,2.0,2.0,4.0,1.0
1469,6.0,200.0,50.0,2009.0,,,,322204004.0,322204.0,32.0,2.0,2.0,4.0,4.0
1524,2.0,600.0,7200.0,2009.0,,,,322204121.0,322204.0,32.0,2.0,2.0,4.0,121.0
1532,1.0,400.0,20.0,2009.0,,,,322209003.0,322209.0,32.0,2.0,2.0,9.0,3.0
1537,1.0,800.0,50.0,2009.0,,,,322209020.0,322209.0,32.0,2.0,2.0,9.0,20.0
1539,1.0,300.0,0.0,2009.0,,,,322209102.0,322209.0,32.0,2.0,2.0,9.0,102.0
1542,1.0,400.0,0.0,2009.0,,,,322209123.0,322209.0,32.0,2.0,2.0,9.0,123.0
