,h2,h3,h4,wave,method,h3_cln,h4_cln,hhid,commid,t1,t2,t3,t4,t5
5226,3.0,3000.0,2000.0,2009.0,,,,451104061.0,451104.0,45.0,1.0,1.0,4.0,61.0
5230,2.0,3000.0,800.0,2009.0,,,,451105103.0,451105.0,45.0,1.0,1.0,5.0,103.0
5234,1.0,500.0,0.0,2009.0,,,,451105114.0,451105.0,45.0,1.0,1.0,5.0,114.0
5235,1.0,300.0,300.0,2009.0,,,,451105124.0,451105.0,45.0,1.0,1.0,5.0,124.0
5238,1.0,800.0,0.0,2009.0,,,,451201001.0,451201.0,45.0,1.0,2.0,1.0,1.0
5261,1.0,1800.0,0.0,2009.0,,,,451201125.0,451201.0,45.0,1.0,2.0,1.0,125.0
5262,2.0,800.0,-9999.0,2009.0,,,,451201127.0,451201.0,45.0,1.0,2.0,1.0,127.0
5263,2.0,1600.0,900.0,2009.0,,,,451201128.0,451201.0,45.0,1.0,2.0,1.0,128.0
5274,2.0,50.0,3.0,2009.0,,,,451202086.0,451202.0,45.0,1.0,2.0,2.0,86.0
5291,1.0,1400.0,1000.0,2009.0,,,,451203011.0,451203.0,45.0,1.0,2.0,3.0,11.0
5299,6.0,6000.0,4500.0,2009.0,,,,451203013.0,451203.0,45.0,1.0,2.0,3.0,13.0
5303,1.0,700.0,0.0,2009.0,,,,451203016.0,451203.0,45.0,1.0,2.0,3.0,16.0
5316,1.0,14000.0,800.0,2009.0,,,,451203019.0,451203.0,45.0,1.0,2.0,3.0,19.0
5326,1.0,840.0,500.0,2009.0,,,,451203061.0,451203.0,45.0,1.0,2.0,3.0,61.0
5332,3.0,400.0,0.0,2009.0,,,,451203121.0,451203.0,45.0,1.0,2.0,3.0,121.0
5333,1.0,9000.0,8000.0,2009.0,,,,451203124.0,451203.0,45.0,1.0,2.0,3.0,124.0
5410,1.0,200.0,150.0,2009.0,,,,452102006.0,452102.0,45.0,2.0,1.0,2.0,6.0
5416,2.0,600.0,0.0,2009.0,,,,452102011.0,452102.0,45.0,2.0,1.0,2.0,11.0
5439,2.0,2600.0,2000.0,2009.0,,,,452103002.0,452103.0,45.0,2.0,1.0,3.0,2.0
5448,2.0,1500.0,500.0,2009.0,,,,452103004.0,452103.0,45.0,2.0,1.0,3.0,4.0
5457,1.0,8000.0,3000.0,2009.0,,,,452103009.0,452103.0,45.0,2.0,1.0,3.0,9.0
5460,5.0,1800.0,800.0,2009.0,,,,452103010.0,452103.0,45.0,2.0,1.0,3.0,10.0
5489,1.0,-9999.0,0.0,2009.0,,,,452103061.0,452103.0,45.0,2.0,1.0,3.0,61.0
5496,2.0,1200.0,600.0,2009.0,,,,452103081.0,452103.0,45.0,2.0,1.0,3.0,81.0
5501,2.0,600.0,100.0,2009.0,,,,452104003.0,452104.0,45.0,2.0,1.0,4.0,3.0
5502,5.0,1000.0,200.0,2009.0,,,,452104003.0,452104.0,45.0,2.0,1.0,4.0,3.0
5503,1.0,5000.0,3000.0,2009.0,,,,452104004.0,452104.0,45.0,2.0,1.0,4.0,4.0
5521,1.0,5000.0,1250.0,2009.0,,,,452104007.0,452104.0,45.0,2.0,1.0,4.0,7.0
5541,1.0,50000.0,30000.0,2009.0,,,,452104015.0,452104.0,45.0,2.0,1.0,4.0,15.0
5546,1.0,5400.0,1000.0,2009.0,,,,452104016.0,452104.0,45.0,2.0,1.0,4.0,16.0
5554,1.0,400.0,0.0,2009.0,,,,452104042.0,452104.0,45.0,2.0,1.0,4.0,42.0
5562,2.0,42000.0,35800.0,2009.0,,,,452105001.0,452105.0,45.0,2.0,1.0,5.0,1.0
5580,2.0,4000.0,1200.0,2009.0,,,,452105017.0,452105.0,45.0,2.0,1.0,5.0,17.0
5587,1.0,25000.0,10000.0,2009.0,,,,452105019.0,452105.0,45.0,2.0,1.0,5.0,19.0
5589,3.0,-9999.0,-9999.0,2009.0,,,,452105019.0,452105.0,45.0,2.0,1.0,5.0,19.0
5654,1.0,600.0,0.0,2009.0,,,,452201016.0,452201.0,45.0,2.0,2.0,1.0,16.0
5667,1.0,700.0,500.0,2009.0,,,,452201043.0,452201.0,45.0,2.0,2.0,1.0,43.0
5672,6.0,2500.0,1000.0,2009.0,,,,452201043.0,452201.0,45.0,2.0,2.0,1.0,43.0
5678,6.0,2200.0,1000.0,2009.0,,,,452201081.0,452201.0,45.0,2.0,2.0,1.0,81.0
5680,1.0,4800.0,2500.0,2009.0,,,,452201101.0,452201.0,45.0,2.0,2.0,1.0,101.0
5682,2.0,400.0,0.0,2009.0,,,,452201122.0,452201.0,45.0,2.0,2.0,1.0,122.0
5683,1.0,1200.0,0.0,2009.0,,,,452201123.0,452201.0,45.0,2.0,2.0,1.0,123.0
5685,2.0,350.0,150.0,2009.0,,,,452201125.0,452201.0,45.0,2.0,2.0,1.0,125.0
5687,2.0,1800.0,750.0,2009.0,,,,452201126.0,452201.0,45.0,2.0,2.0,1.0,126.0
5689,1.0,300.0,1.0,2009.0,,,,452201127.0,452201.0,45.0,2.0,2.0,1.0,127.0
5693,2.0,2000.0,800.0,2009.0,,,,452201128.0,452201.0,45.0,2.0,2.0,1.0,128.0
5740,6.0,2500.0,1200.0,2009.0,,,,452202082.0,452202.0,45.0,2.0,2.0,2.0,82.0
5778,2.0,1000.0,0.0,2009.0,,,,452203009.0,452203.0,45.0,2.0,2.0,3.0,9.0
5787,1.0,2000.0,500.0,2009.0,,,,452203014.0,452203.0,45.0,2.0,2.0,3.0,14.0
5816,2.0,3000.0,1000.0,2009.0,,,,452203061.0,452203.0,45.0,2.0,2.0,3.0,61.0
5825,6.0,3500.0,2000.0,2009.0,,,,452203122.0,452203.0,45.0,2.0,2.0,3.0,122.0
5828,2.0,5000.0,1500.0,2009.0,,,,452203127.0,452203.0,45.0,2.0,2.0,3.0,127.0
5832,1.0,1500.0,500.0,2009.0,,,,452204002.0,452204.0,45.0,2.0,2.0,4.0,2.0
5853,1.0,2000.0,0.0,2009.0,,,,452204005.0,452204.0,45.0,2.0,2.0,4.0,5.0
5865,1.0,800.0,150.0,2009.0,,,,452204008.0,452204.0,45.0,2.0,2.0,4.0,8.0
5870,1.0,300.0,40.0,2009.0,,,,452204009.0,452204.0,45.0,2.0,2.0,4.0,9.0
5902,6.0,2500.0,1000.0,2009.0,,,,452204015.0,452204.0,45.0,2.0,2.0,4.0,15.0
5921,1.0,900.0,300.0,2009.0,,,,452204081.0,452204.0,45.0,2.0,2.0,4.0,81.0
5927,6.0,3600.0,1000.0,2009.0,,,,452204082.0,452204.0,45.0,2.0,2.0,4.0,82.0
5929,2.0,1200.0,300.0,2009.0,,,,452204083.0,452204.0,45.0,2.0,2.0,4.0,83.0
5946,1.0,2100.0,-9999.0,2009.0,,,,452301008.0,452301.0,45.0,2.0,3.0,1.0,8.0
5966,4.0,2000.0,500.0,2009.0,,,,452301012.0,452301.0,45.0,2.0,3.0,1.0,12.0
5975,2.0,2000.0,500.0,2009.0,,,,452301014.0,452301.0,45.0,2.0,3.0,1.0,14.0
5997,1.0,800.0,200.0,2009.0,,,,452301081.0,452301.0,45.0,2.0,3.0,1.0,81.0
5999,2.0,5000.0,-9999.0,2009.0,,,,452301121.0,452301.0,45.0,2.0,3.0,1.0,121.0
6012,4.0,1500.0,-9999.0,2009.0,,,,452302004.0,452302.0,45.0,2.0,3.0,2.0,4.0
6015,3.0,2000.0,-9999.0,2009.0,,,,452302008.0,452302.0,45.0,2.0,3.0,2.0,8.0
6017,3.0,1000.0,-9999.0,2009.0,,,,452302009.0,452302.0,45.0,2.0,3.0,2.0,9.0
6025,6.0,1500.0,0.0,2009.0,,,,452302041.0,452302.0,45.0,2.0,3.0,2.0,41.0
6042,1.0,1800.0,0.0,2009.0,,,,452303006.0,452303.0,45.0,2.0,3.0,3.0,6.0
6051,2.0,5000.0,0.0,2009.0,,,,452303016.0,452303.0,45.0,2.0,3.0,3.0,16.0
6055,2.0,3000.0,1200.0,2009.0,,,,452303017.0,452303.0,45.0,2.0,3.0,3.0,17.0
6056,5.0,800.0,0.0,2009.0,,,,452303019.0,452303.0,45.0,2.0,3.0,3.0,19.0
6061,1.0,600.0,0.0,2009.0,,,,452303081.0,452303.0,45.0,2.0,3.0,3.0,81.0
6091,2.0,300.0,0.0,2009.0,,,,452304016.0,452304.0,45.0,2.0,3.0,4.0,16.0
6097,5.0,20000.0,5000.0,2009.0,,,,452304018.0,452304.0,45.0,2.0,3.0,4.0,18.0
6102,1.0,1200.0,300.0,2009.0,,,,452304081.0,452304.0,45.0,2.0,3.0,4.0,81.0
6112,1.0,3000.0,1000.0,2009.0,,,,452401009.0,452401.0,45.0,2.0,4.0,1.0,9.0
6142,1.0,1400.0,200.0,2009.0,,,,452401063.0,452401.0,45.0,2.0,4.0,1.0,63.0
6146,1.0,12000.0,0.0,2009.0,,,,452401121.0,452401.0,45.0,2.0,4.0,1.0,121.0
6147,1.0,3500.0,1500.0,2009.0,,,,452401124.0,452401.0,45.0,2.0,4.0,1.0,124.0
6148,2.0,16009.0,-9999.0,2009.0,,,,452401130.0,452401.0,45.0,2.0,4.0,1.0,130.0
6193,6.0,60.0,0.0,2009.0,,,,452402013.0,452402.0,45.0,2.0,4.0,2.0,13.0
6195,2.0,6000.0,5000.0,2009.0,,,,452402014.0,452402.0,45.0,2.0,4.0,2.0,14.0
6201,6.0,3000.0,1500.0,2009.0,,,,452402015.0,452402.0,45.0,2.0,4.0,2.0,15.0
6217,1.0,500.0,0.0,2009.0,,,,452402019.0,452402.0,45.0,2.0,4.0,2.0,19.0
6223,1.0,450.0,80.0,2009.0,,,,452402020.0,452402.0,45.0,2.0,4.0,2.0,20.0
6226,1.0,-9999.0,900.0,2009.0,,,,452402021.0,452402.0,45.0,2.0,4.0,2.0,21.0
6232,3.0,500.0,0.0,2009.0,,,,452402101.0,452402.0,45.0,2.0,4.0,2.0,101.0
6233,6.0,500.0,20.0,2009.0,,,,452402124.0,452402.0,45.0,2.0,4.0,2.0,124.0
6236,6.0,500.0,20.0,2009.0,,,,452402125.0,452402.0,45.0,2.0,4.0,2.0,125.0
6248,1.0,10000.0,7000.0,2009.0,,,,452403002.0,452403.0,45.0,2.0,4.0,3.0,2.0
6271,6.0,1800.0,800.0,2009.0,,,,452403006.0,452403.0,45.0,2.0,4.0,3.0,6.0
6274,1.0,600.0,,2009.0,,,,452403007.0,452403.0,45.0,2.0,4.0,3.0,7.0
6283,2.0,20000.0,0.0,2009.0,,,,452403008.0,452403.0,45.0,2.0,4.0,3.0,8.0
6289,1.0,400.0,-9999.0,2009.0,,,,452403010.0,452403.0,45.0,2.0,4.0,3.0,10.0
6303,1.0,1600.0,-9999.0,2009.0,,,,452403012.0,452403.0,45.0,2.0,4.0,3.0,12.0
6314,1.0,1200.0,0.0,2009.0,,,,452403014.0,452403.0,45.0,2.0,4.0,3.0,14.0
6331,6.0,3000.0,,2009.0,,,,452403019.0,452403.0,45.0,2.0,4.0,3.0,19.0
6333,2.0,-9999.0,-9999.0,2009.0,,,,452403020.0,452403.0,45.0,2.0,4.0,3.0,20.0
6338,1.0,2000.0,-9999.0,2009.0,,,,452403041.0,452403.0,45.0,2.0,4.0,3.0,41.0
6353,1.0,-9999.0,-9999.0,2009.0,,,,452404002.0,452404.0,45.0,2.0,4.0,4.0,2.0
6366,3.0,3000.0,200.0,2009.0,,,,452404003.0,452404.0,45.0,2.0,4.0,4.0,3.0
6367,4.0,2000.0,100.0,2009.0,,,,452404003.0,452404.0,45.0,2.0,4.0,4.0,3.0
6398,6.0,250.0,-9999.0,2009.0,,,,452404011.0,452404.0,45.0,2.0,4.0,4.0,11.0
6412,1.0,500.0,200.0,2009.0,,,,452404017.0,452404.0,45.0,2.0,4.0,4.0,17.0
6425,6.0,15006.0,600.0,2009.0,,,,452404018.0,452404.0,45.0,2.0,4.0,4.0,18.0
6430,1.0,200.0,0.0,2009.0,,,,452404019.0,452404.0,45.0,2.0,4.0,4.0,19.0
6436,1.0,700.0,60.0,2009.0,,,,452404020.0,452404.0,45.0,2.0,4.0,4.0,20.0
6448,1.0,1600.0,600.0,2009.0,,,,452404043.0,452404.0,45.0,2.0,4.0,4.0,43.0
6453,2.0,1500.0,300.0,2009.0,,,,452404043.0,452404.0,45.0,2.0,4.0,4.0,43.0
6454,3.0,50.0,0.0,2009.0,,,,452404043.0,452404.0,45.0,2.0,4.0,4.0,43.0
6455,5.0,2000.0,1300.0,2009.0,,,,452404043.0,452404.0,45.0,2.0,4.0,4.0,43.0
6461,3.0,700.0,,2009.0,,,,452404061.0,452404.0,45.0,2.0,4.0,4.0,61.0
6511,4.0,300.0,-9999.0,2009.0,,,,521106004.0,521106.0,52.0,1.0,1.0,6.0,4.0
6522,2.0,8700.0,2000.0,2009.0,,,,521107001.0,521107.0,52.0,1.0,1.0,7.0,1.0
6524,1.0,2000.0,500.0,2009.0,,,,521107002.0,521107.0,52.0,1.0,1.0,7.0,2.0
6528,1.0,200.0,0.0,2009.0,,,,521107006.0,521107.0,52.0,1.0,1.0,7.0,6.0
6531,6.0,2000.0,100.0,2009.0,,,,521107006.0,521107.0,52.0,1.0,1.0,7.0,6.0
6539,2.0,1000.0,0.0,2009.0,,,,521107012.0,521107.0,52.0,1.0,1.0,7.0,12.0
6550,1.0,400.0,80.0,2009.0,,,,521107061.0,521107.0,52.0,1.0,1.0,7.0,61.0
6561,5.0,2000.0,0.0,2009.0,,,,521108008.0,521108.0,52.0,1.0,1.0,8.0,8.0
6573,5.0,2500.0,0.0,2009.0,,,,521108015.0,521108.0,52.0,1.0,1.0,8.0,15.0
6576,2.0,1200.0,0.0,2009.0,,,,521108017.0,521108.0,52.0,1.0,1.0,8.0,17.0
6601,2.0,3000.0,600.0,2009.0,,,,521201006.0,521201.0,52.0,1.0,2.0,1.0,6.0
6629,2.0,2700.0,300.0,2009.0,,,,521201082.0,521201.0,52.0,1.0,2.0,1.0,82.0
6655,6.0,900.0,2500.0,2009.0,,,,521202011.0,521202.0,52.0,1.0,2.0,2.0,11.0
6721,2.0,1500.0,700.0,2009.0,,,,521203019.0,521203.0,52.0,1.0,2.0,3.0,19.0
6726,2.0,8000.0,3000.0,2009.0,,,,521203020.0,521203.0,52.0,1.0,2.0,3.0,20.0
6737,1.0,14000.0,6000.0,2009.0,,,,521203042.0,521203.0,52.0,1.0,2.0,3.0,42.0
6744,5.0,5000.0,25000.0,2009.0,,,,521203122.0,521203.0,52.0,1.0,2.0,3.0,122.0
6772,2.0,1500.0,500.0,2009.0,,,,521204122.0,521204.0,52.0,1.0,2.0,4.0,122.0
6814,6.0,5280.0,3760.0,2009.0,,,,522101044.0,522101.0,52.0,2.0,1.0,1.0,44.0
6821,2.0,40000.0,22000.0,2009.0,,,,522101082.0,522101.0,52.0,2.0,1.0,1.0,82.0
6825,1.0,5000.0,2000.0,2009.0,,,,522101103.0,522101.0,52.0,2.0,1.0,1.0,103.0
6868,1.0,1000.0,180.0,2009.0,,,,522104004.0,522104.0,52.0,2.0,1.0,4.0,4.0
6880,1.0,2000.0,1000.0,2009.0,,,,522104008.0,522104.0,52.0,2.0,1.0,4.0,8.0
6896,6.0,4000.0,2000.0,2009.0,,,,522104017.0,522104.0,52.0,2.0,1.0,4.0,17.0
6905,6.0,1200.0,300.0,2009.0,,,,522104061.0,522104.0,52.0,2.0,1.0,4.0,61.0
6907,6.0,1500.0,-9999.0,2009.0,,,,522104101.0,522104.0,52.0,2.0,1.0,4.0,101.0
6929,4.0,600.0,100.0,2009.0,,,,522201004.0,522201.0,52.0,2.0,2.0,1.0,4.0
6932,2.0,900.0,700.0,2009.0,,,,522201005.0,522201.0,52.0,2.0,2.0,1.0,5.0
6941,2.0,1000.0,600.0,2009.0,,,,522201006.0,522201.0,52.0,2.0,2.0,1.0,6.0
6949,4.0,1500.0,200.0,2009.0,,,,522201007.0,522201.0,52.0,2.0,2.0,1.0,7.0
6970,2.0,900.0,0.0,2009.0,,,,522201011.0,522201.0,52.0,2.0,2.0,1.0,11.0
6975,1.0,800.0,40.0,2009.0,,,,522201012.0,522201.0,52.0,2.0,2.0,1.0,12.0
6987,2.0,6000.0,2000.0,2009.0,,,,522201013.0,522201.0,52.0,2.0,2.0,1.0,13.0
6993,2.0,300.0,0.0,2009.0,,,,522201015.0,522201.0,52.0,2.0,2.0,1.0,15.0
7005,1.0,6000.0,500.0,2009.0,,,,522201020.0,522201.0,52.0,2.0,2.0,1.0,20.0
7013,2.0,600.0,100.0,2009.0,,,,522201061.0,522201.0,52.0,2.0,2.0,1.0,61.0
7034,1.0,1000.0,500.0,2009.0,,,,522202007.0,522202.0,52.0,2.0,2.0,2.0,7.0
7036,1.0,2000.0,500.0,2009.0,,,,522202008.0,522202.0,52.0,2.0,2.0,2.0,8.0
7058,4.0,2000.0,200.0,2009.0,,,,522202012.0,522202.0,52.0,2.0,2.0,2.0,12.0
7067,5.0,400.0,200.0,2009.0,,,,522202013.0,522202.0,52.0,2.0,2.0,2.0,13.0
7090,1.0,1000.0,800.0,2009.0,,,,522202018.0,522202.0,52.0,2.0,2.0,2.0,18.0
7098,2.0,2000.0,0.0,2009.0,,,,522202019.0,522202.0,52.0,2.0,2.0,2.0,19.0
7104,5.0,1200.0,0.0,2009.0,,,,522202062.0,522202.0,52.0,2.0,2.0,2.0,62.0
7111,5.0,1800.0,-9999.0,2009.0,,,,522202081.0,522202.0,52.0,2.0,2.0,2.0,81.0
7113,5.0,20000.0,-9999.0,2009.0,,,,522202082.0,522202.0,52.0,2.0,2.0,2.0,82.0
7116,1.0,1500.0,1200.0,2009.0,,,,522202101.0,522202.0,52.0,2.0,2.0,2.0,101.0
7126,2.0,2000.0,8000.0,2009.0,,,,522203002.0,522203.0,52.0,2.0,2.0,3.0,2.0
7137,5.0,1400.0,600.0,2009.0,,,,522203006.0,522203.0,52.0,2.0,2.0,3.0,6.0
7139,6.0,5000.0,,2009.0,,,,522203006.0,522203.0,52.0,2.0,2.0,3.0,6.0
7150,1.0,500.0,400.0,2009.0,,,,522203010.0,522203.0,52.0,2.0,2.0,3.0,10.0
7210,4.0,878.0,,2009.0,,,,522204017.0,522204.0,52.0,2.0,2.0,4.0,17.0
7212,2.0,4000.0,1500.0,2009.0,,,,522204018.0,522204.0,52.0,2.0,2.0,4.0,18.0
7213,4.0,1800.0,600.0,2009.0,,,,522204018.0,522204.0,52.0,2.0,2.0,4.0,18.0
7214,5.0,5000.0,600.0,2009.0,,,,522204018.0,522204.0,52.0,2.0,2.0,4.0,18.0
7216,2.0,1500.0,,2009.0,,,,522204019.0,522204.0,52.0,2.0,2.0,4.0,19.0
7219,5.0,2000.0,1000.0,2009.0,,,,522204019.0,522204.0,52.0,2.0,2.0,4.0,19.0
7225,2.0,80.0,0.0,2009.0,,,,522204064.0,522204.0,52.0,2.0,2.0,4.0,64.0
7228,4.0,1000.0,500.0,2009.0,,,,522204121.0,522204.0,52.0,2.0,2.0,4.0,121.0
7253,2.0,3000.0,500.0,2009.0,,,,522301007.0,522301.0,52.0,2.0,3.0,1.0,7.0
7269,2.0,2000.0,500.0,2009.0,,,,522301010.0,522301.0,52.0,2.0,3.0,1.0,10.0
7285,1.0,25000.0,500.0,2009.0,,,,522301012.0,522301.0,52.0,2.0,3.0,1.0,12.0
7298,4.0,1300.0,200.0,2009.0,,,,522301015.0,522301.0,52.0,2.0,3.0,1.0,15.0
7313,6.0,1300.0,250.0,2009.0,,,,522301017.0,522301.0,52.0,2.0,3.0,1.0,17.0
7317,1.0,4000.0,1000.0,2009.0,,,,522301018.0,522301.0,52.0,2.0,3.0,1.0,18.0
7328,1.0,1000.0,300.0,2009.0,,,,522301019.0,522301.0,52.0,2.0,3.0,1.0,19.0
7345,1.0,1800.0,-9999.0,2009.0,,,,522301101.0,522301.0,52.0,2.0,3.0,1.0,101.0
7353,5.0,1500.0,0.0,2009.0,,,,522302001.0,522302.0,52.0,2.0,3.0,2.0,1.0
7356,5.0,1200.0,0.0,2009.0,,,,522302004.0,522302.0,52.0,2.0,3.0,2.0,4.0
7358,5.0,2000.0,,2009.0,,,,522302006.0,522302.0,52.0,2.0,3.0,2.0,6.0
7360,2.0,2200.0,0.0,2009.0,,,,522302007.0,522302.0,52.0,2.0,3.0,2.0,7.0
7362,5.0,1500.0,0.0,2009.0,,,,522302008.0,522302.0,52.0,2.0,3.0,2.0,8.0
7367,4.0,2000.0,500.0,2009.0,,,,522302013.0,522302.0,52.0,2.0,3.0,2.0,13.0
7388,5.0,1200.0,0.0,2009.0,,,,522302123.0,522302.0,52.0,2.0,3.0,2.0,123.0
7390,5.0,1500.0,0.0,2009.0,,,,522302124.0,522302.0,52.0,2.0,3.0,2.0,124.0
7399,2.0,1000.0,-9999.0,2009.0,,,,522303009.0,522303.0,52.0,2.0,3.0,3.0,9.0
7419,5.0,2200.0,0.0,2009.0,,,,522304001.0,522304.0,52.0,2.0,3.0,4.0,1.0
7424,5.0,1500.0,0.0,2009.0,,,,522304002.0,522304.0,52.0,2.0,3.0,4.0,2.0
7426,1.0,1000.0,50.0,2009.0,,,,522304003.0,522304.0,52.0,2.0,3.0,4.0,3.0
7432,5.0,1500.0,0.0,2009.0,,,,522304007.0,522304.0,52.0,2.0,3.0,4.0,7.0
7452,5.0,1200.0,-9999.0,2009.0,,,,522304121.0,522304.0,52.0,2.0,3.0,4.0,121.0
7483,1.0,3500.0,2000.0,2009.0,,,,522401043.0,522401.0,52.0,2.0,4.0,1.0,43.0
7494,1.0,1000.0,100.0,2009.0,,,,522401101.0,522401.0,52.0,2.0,4.0,1.0,101.0
7527,1.0,200.0,0.0,2009.0,,,,522402011.0,522402.0,52.0,2.0,4.0,2.0,11.0
7558,1.0,200.0,0.0,2009.0,,,,522402081.0,522402.0,52.0,2.0,4.0,2.0,81.0
7565,1.0,200.0,0.0,2009.0,,,,522403002.0,522403.0,52.0,2.0,4.0,3.0,2.0
7570,5.0,1000.0,0.0,2009.0,,,,522403002.0,522403.0,52.0,2.0,4.0,3.0,2.0
7586,1.0,300.0,-9999.0,2009.0,,,,522403011.0,522403.0,52.0,2.0,4.0,3.0,11.0
7609,1.0,4000.0,0.0,2009.0,,,,522403062.0,522403.0,52.0,2.0,4.0,3.0,62.0
7633,1.0,400.0,50.0,2009.0,,,,522404013.0,522404.0,52.0,2.0,4.0,4.0,13.0
7645,1.0,200.0,0.0,2009.0,,,,522404082.0,522404.0,52.0,2.0,4.0,4.0,82.0
7651,1.0,400.0,-9999.0,2009.0,,,,522404122.0,522404.0,52.0,2.0,4.0,4.0,122.0
